valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,surface_terrain,longitude,latitude,prix_du_m_carre
310100.00,69005,Lyon 5e Arrondissement,Appartement,73.00,,4.8081910,45.7588460,4247.945205479452
410000.00,69330,Meyzieu,Maison,91.00,295.00,4.9952090,45.7588590,4505.494505494506
463900.00,69160,Tassin-la-Demi-Lune,Appartement,59.00,,4.7515020,45.7588850,7862.71186440678
475580.00,69290,Saint-Genis-les-Ollières,Maison,89.00,311.00,4.7174320,45.7588890,5343.595505617977
412800.00,69290,Saint-Genis-les-Ollières,Maison,130.00,490.00,4.7270470,45.7589150,3175.3846153846152
1200000.00,69330,Meyzieu,Appartement,36.00,2945.00,5.0243670,45.7589480,33333.333333333336
530750.00,69330,Meyzieu,Maison,199.00,580.00,5.0000660,45.7590610,2667.0854271356784
221756.00,69005,Lyon 5e Arrondissement,Appartement,40.00,,4.8256830,45.7590630,5543.9
465000.00,69330,Pusignan,Maison,230.00,287.00,5.0679020,45.7591040,2021.7391304347825
555000.00,69100,Villeurbanne,Appartement,105.00,,4.8819480,45.7591140,5285.714285714285
485950.00,69160,Tassin-la-Demi-Lune,Maison,116.00,366.00,4.7444520,45.7591230,4189.224137931034
236500.00,69100,Villeurbanne,Appartement,86.00,,4.8866400,45.7591360,2750.0
290000.00,69100,Villeurbanne,Appartement,70.00,,4.8910270,45.7591660,4142.857142857143
239800.00,69003,Lyon 3e Arrondissement,Appartement,51.00,,4.8735950,45.7591770,4701.9607843137255
587250.00,69002,Lyon 2e Arrondissement,Appartement,100.00,,4.8343530,45.7591900,5872.5
505000.00,69002,Lyon 2e Arrondissement,Appartement,91.00,,4.8330730,45.7592360,5549.450549450549
265800.00,69100,Villeurbanne,Appartement,110.00,,4.8876230,45.7592510,2416.3636363636365
215000.00,69005,Lyon 5e Arrondissement,Appartement,35.00,,4.8008850,45.7592860,6142.857142857143
154564.00,69100,Villeurbanne,Appartement,41.00,,4.8913290,45.7592980,3769.8536585365855
200000.00,69005,Lyon 5e Arrondissement,Appartement,50.00,,4.7966480,45.7593250,4000.0
127000.00,69002,Lyon 2e Arrondissement,Appartement,25.00,,4.8306630,45.7593380,5080.0
80000.00,69100,Villeurbanne,Appartement,31.00,,4.8746920,45.7593520,2580.6451612903224
294000.00,69003,Lyon 3e Arrondissement,Appartement,47.00,,4.8412890,45.7593700,6255.31914893617
410000.00,69003,Lyon 3e Arrondissement,Appartement,82.00,,4.8487900,45.7593970,5000.0
628500.00,69003,Lyon 3e Arrondissement,Appartement,106.00,,4.8433340,45.7594760,5929.245283018868
482000.00,69009,Lyon 9e Arrondissement,Appartement,103.00,,4.8090390,45.7594790,4679.611650485437
220000.00,69120,Vaulx-en-Velin,Appartement,57.00,,4.9215300,45.7595080,3859.6491228070176
334100.00,69330,Pusignan,Maison,63.00,490.00,5.0605450,45.7595090,5303.174603174603
200000.00,69005,Lyon 5e Arrondissement,Appartement,59.00,,4.8250290,45.7595110,3389.830508474576
190700.00,69100,Villeurbanne,Appartement,48.00,,4.8933920,45.7595320,3972.9166666666665
375500.00,69100,Villeurbanne,Appartement,106.00,,4.8883720,45.7595510,3542.4528301886794
612900.00,69002,Lyon 2e Arrondissement,Appartement,91.00,,4.8306720,45.7595580,6735.1648351648355
235098.00,69330,Meyzieu,Maison,84.00,184.00,4.9958940,45.7596030,2798.785714285714
164600.00,69290,Pollionnay,Maison,50.00,149.00,4.6707090,45.7596170,3292.0
310000.00,69290,Pollionnay,Maison,74.00,54.00,4.6712590,45.7596240,4189.189189189189
418000.00,69100,Villeurbanne,Appartement,125.00,,4.8863440,45.7596760,3344.0
865000.00,69003,Lyon 3e Arrondissement,Appartement,33.00,,4.8418410,45.7596980,26212.121212121212
470000.00,69003,Lyon 3e Arrondissement,Appartement,85.00,,4.8460920,45.7597140,5529.411764705882
205000.00,69160,Tassin-la-Demi-Lune,Appartement,66.00,,4.7756360,45.7597350,3106.060606060606
290000.00,69100,Villeurbanne,Appartement,79.00,,4.9022600,45.7597390,3670.8860759493673
118000.00,69003,Lyon 3e Arrondissement,Appartement,26.00,,4.8432740,45.7597410,4538.461538461538
195950.00,69160,Tassin-la-Demi-Lune,Appartement,43.00,,4.7689300,45.7597430,4556.976744186047
245000.00,69100,Villeurbanne,Appartement,53.00,,4.8928320,45.7597870,4622.641509433963
207000.00,69100,Villeurbanne,Appartement,55.00,,4.8929910,45.7598060,3763.6363636363635
296950.00,69005,Lyon 5e Arrondissement,Appartement,61.00,,4.8115710,45.7598310,4868.0327868852455
165000.00,69100,Villeurbanne,Appartement,35.00,,4.8934900,45.7598500,4714.285714285715
80000.00,69003,Lyon 3e Arrondissement,Appartement,66.00,,4.8659510,45.7598590,1212.121212121212
1160000.00,69160,Tassin-la-Demi-Lune,Maison,162.00,506.00,4.7621990,45.7598660,7160.493827160494
265000.00,69100,Villeurbanne,Appartement,85.00,,4.8985620,45.7598670,3117.6470588235293
252250.00,69100,Villeurbanne,Appartement,72.00,,4.8895400,45.7598830,3503.472222222222
645300.00,69100,Villeurbanne,Maison,105.00,442.00,4.8781600,45.7599110,6145.714285714285
522000.00,69002,Lyon 2e Arrondissement,Appartement,82.00,,4.8337740,45.7599300,6365.8536585365855
497300.00,69150,Décines-Charpieu,Maison,80.00,624.00,4.9544670,45.7599310,6216.25
185000.00,69100,Villeurbanne,Appartement,49.00,,4.8901010,45.7599550,3775.5102040816328
660500.00,69160,Tassin-la-Demi-Lune,Appartement,109.00,,4.7814720,45.7600310,6059.633027522936
131000.00,69100,Villeurbanne,Appartement,37.00,,4.8946640,45.7600310,3540.5405405405404
205000.00,69330,Meyzieu,Appartement,77.00,,5.0053740,45.7600610,2662.3376623376626
408250.00,69290,Pollionnay,Maison,90.00,857.00,4.6861710,45.7600700,4536.111111111111
210000.00,69100,Villeurbanne,Appartement,66.00,,4.8757180,45.7600750,3181.818181818182
286000.00,69003,Lyon 3e Arrondissement,Appartement,48.00,,4.8475220,45.7600960,5958.333333333333
346650.00,69003,Lyon 3e Arrondissement,Appartement,74.00,,4.8721230,45.7601080,4684.459459459459
394800.00,69100,Villeurbanne,Appartement,96.00,,4.8769330,45.7601130,4112.5
114350.00,69330,Meyzieu,Maison,69.00,571.00,5.0041180,45.7601260,1657.2463768115942
1760000.00,69003,Lyon 3e Arrondissement,Appartement,53.00,,4.8670950,45.7601330,33207.54716981132
120000.00,69100,Villeurbanne,Appartement,33.00,,4.8910210,45.7601480,3636.3636363636365
270000.00,69003,Lyon 3e Arrondissement,Appartement,38.00,,4.8480450,45.7601580,7105.263157894737
560000.00,69005,Lyon 5e Arrondissement,Appartement,161.00,,4.8262530,45.7601660,3478.2608695652175
115500.00,69100,Villeurbanne,Appartement,35.00,,4.8869480,45.7601800,3300.0
1200000.00,69005,Lyon 5e Arrondissement,Appartement,32.00,,4.8254040,45.7602070,37500.0
332500.00,69100,Villeurbanne,Appartement,70.00,,4.8828280,45.7602150,4750.0
355000.00,69150,Décines-Charpieu,Maison,90.00,,4.9595800,45.7602240,3944.4444444444443
635100.00,69290,Saint-Genis-les-Ollières,Maison,117.00,441.00,4.7172420,45.7602320,5428.205128205128
179100.00,69160,Tassin-la-Demi-Lune,Appartement,49.00,,4.7676470,45.7602340,3655.1020408163267
990000.00,69003,Lyon 3e Arrondissement,Appartement,160.00,,4.8414820,45.7602460,6187.5
115000.00,69003,Lyon 3e Arrondissement,Appartement,47.00,,4.8713540,45.7602580,2446.808510638298
250000.00,69003,Lyon 3e Arrondissement,Appartement,51.00,,4.8504120,45.7602970,4901.9607843137255
473000.00,69005,Lyon 5e Arrondissement,Appartement,118.00,,4.8251910,45.7603030,4008.4745762711864
749000.00,69290,Pollionnay,Maison,133.00,608.00,4.6709620,45.7603440,5631.578947368421
699000.00,69100,Villeurbanne,Appartement,140.00,,4.8758080,45.7603640,4992.857142857143
205000.00,69003,Lyon 3e Arrondissement,Appartement,45.00,,4.8464690,45.7604100,4555.555555555556
341000.00,69100,Villeurbanne,Appartement,102.00,,4.8763830,45.7604100,3343.1372549019607
613650.00,69330,Pusignan,Maison,104.00,335.00,5.0714700,45.7604160,5900.4807692307695
285462.00,69120,Vaulx-en-Velin,Appartement,72.00,,4.9245980,45.7605390,3964.75
191600.00,69100,Villeurbanne,Appartement,71.00,,4.8973640,45.7605420,2698.5915492957747
369100.00,69100,Villeurbanne,Appartement,85.00,,4.8754190,45.7605430,4342.35294117647
200000.00,69150,Décines-Charpieu,Maison,79.00,424.00,4.9372310,45.7605560,2531.6455696202534
112200.00,69003,Lyon 3e Arrondissement,Appartement,20.00,,4.8690420,45.7605720,5610.0
750000.00,69160,Tassin-la-Demi-Lune,Appartement,34.00,225.00,4.7582770,45.7605750,22058.823529411766
301000.00,69003,Lyon 3e Arrondissement,Appartement,80.00,,4.8707010,45.7605990,3762.5
451000.00,69009,Lyon 9e Arrondissement,Maison,87.00,700.00,4.8076420,45.7606170,5183.908045977011
205000.00,69100,Villeurbanne,Appartement,59.00,,4.8929890,45.7606180,3474.576271186441
137000.00,69100,Villeurbanne,Appartement,36.00,,4.8852770,45.7606240,3805.5555555555557
254000.00,69100,Villeurbanne,Appartement,69.00,,4.8873380,45.7606360,3681.159420289855
272000.00,69100,Villeurbanne,Appartement,63.00,,4.8987260,45.7606420,4317.460317460317
84000.00,69150,Décines-Charpieu,Maison,110.00,,4.9412060,45.7606530,763.6363636363636
381000.00,69005,Lyon 5e Arrondissement,Appartement,71.00,,4.8167740,45.7606630,5366.197183098591
302380.00,69003,Lyon 3e Arrondissement,Appartement,72.00,,4.8669740,45.7606830,4199.722222222223
173500.00,69003,Lyon 3e Arrondissement,Appartement,47.00,,4.8676070,45.7607000,3691.4893617021276
135000.00,69160,Tassin-la-Demi-Lune,Appartement,51.00,,4.7842860,45.7607010,2647.0588235294117
357000.00,69003,Lyon 3e Arrondissement,Appartement,68.00,,4.8463220,45.7607010,5250.0
245000.00,69100,Villeurbanne,Appartement,63.00,,4.8867000,45.7607450,3888.8888888888887
166000.00,69100,Villeurbanne,Appartement,53.00,,4.9013050,45.7607480,3132.0754716981132
286550.00,69005,Lyon 5e Arrondissement,Appartement,83.00,,4.7935150,45.7607680,3452.409638554217
365625.00,69160,Tassin-la-Demi-Lune,Appartement,85.00,,4.7822930,45.7607720,4301.470588235294
239000.00,69100,Villeurbanne,Appartement,57.00,,4.9033590,45.7607730,4192.982456140351
780000.00,69003,Lyon 3e Arrondissement,Appartement,130.00,,4.8458720,45.7607770,6000.0
387600.00,69150,Décines-Charpieu,Maison,92.00,717.00,4.9416380,45.7607920,4213.04347826087
640000.00,69160,Tassin-la-Demi-Lune,Appartement,53.00,434.00,4.7611240,45.7608350,12075.471698113208
175000.00,69150,Décines-Charpieu,Maison,75.00,153.00,4.9609410,45.7608890,2333.3333333333335
107000.00,69002,Lyon 2e Arrondissement,Appartement,22.00,,4.8321150,45.7609030,4863.636363636364
255000.00,69003,Lyon 3e Arrondissement,Appartement,59.00,,4.8490310,45.7609830,4322.033898305085
969884.00,69100,Villeurbanne,Appartement,34.00,,4.8869050,45.7609890,28526.0
420000.00,69290,Saint-Genis-les-Ollières,Maison,105.00,822.00,4.7258590,45.7610030,4000.0
473150.00,69330,Pusignan,Maison,180.00,460.00,5.0573490,45.7610050,2628.6111111111113
760000.00,69003,Lyon 3e Arrondissement,Appartement,125.00,,4.8446520,45.7610080,6080.0
450000.00,69009,Lyon 9e Arrondissement,Maison,68.00,791.00,4.8081930,45.7610120,6617.64705882353
349400.00,69005,Lyon 5e Arrondissement,Appartement,63.00,,4.8194480,45.7610180,5546.0317460317465
392000.00,69100,Villeurbanne,Appartement,82.00,,4.8830760,45.7610630,4780.487804878048
565000.00,69100,Villeurbanne,Appartement,213.00,,4.8818880,45.7610780,2652.582159624413
343050.00,69005,Lyon 5e Arrondissement,Appartement,60.00,,4.8282390,45.7611100,5717.5
445000.00,69330,Meyzieu,Maison,143.00,734.00,5.0054130,45.7611140,3111.888111888112
203000.00,69005,Lyon 5e Arrondissement,Appartement,85.00,,4.7890970,45.7611520,2388.235294117647
386000.00,69290,Pollionnay,Maison,106.00,499.00,4.6674440,45.7611900,3641.509433962264
415000.00,69150,Décines-Charpieu,Maison,118.00,400.00,4.9458880,45.7612220,3516.9491525423728
431500.00,69150,Décines-Charpieu,Maison,79.00,550.00,4.9448770,45.7612760,5462.025316455696
1070000.00,69002,Lyon 2e Arrondissement,Appartement,207.00,,4.8361480,45.7612810,5169.082125603864
920000.00,69100,Villeurbanne,Maison,118.00,1071.00,4.8877460,45.7613160,7796.610169491525
404200.00,69100,Villeurbanne,Maison,61.00,150.00,4.8989150,45.7613660,6626.229508196721
276000.00,69100,Villeurbanne,Appartement,79.00,,4.8823140,45.7613900,3493.6708860759495
350000.00,69002,Lyon 2e Arrondissement,Appartement,65.00,,4.8336980,45.7614510,5384.615384615385
440000.00,69150,Décines-Charpieu,Maison,180.00,454.00,4.9642190,45.7614740,2444.4444444444443
1004870.00,69002,Lyon 2e Arrondissement,Appartement,190.00,,4.8377160,45.7615390,5288.789473684211
1400000.00,69100,Villeurbanne,Maison,210.00,,4.8831020,45.7615500,6666.666666666667
720000.00,69290,Saint-Genis-les-Ollières,Maison,97.00,299.00,4.7155930,45.7615790,7422.680412371134
290000.00,69100,Villeurbanne,Appartement,86.00,,4.8851420,45.7615860,3372.093023255814
468000.00,69330,Meyzieu,Maison,125.00,1200.00,4.9960370,45.7616610,3744.0
270000.00,69003,Lyon 3e Arrondissement,Appartement,125.00,,4.8501110,45.7617660,2160.0
350000.00,69150,Décines-Charpieu,Maison,66.00,625.00,4.9564610,45.7617740,5303.030303030303
198222.42,69150,Décines-Charpieu,Maison,100.00,944.00,4.9726530,45.7618100,1982.2242
132000.00,69002,Lyon 2e Arrondissement,Appartement,20.00,,4.8350010,45.7618280,6600.0
969884.00,69100,Villeurbanne,Appartement,87.00,,4.9159800,45.7618470,11148.091954022988
440000.00,69330,Meyzieu,Maison,68.00,1026.00,5.0056520,45.7618770,6470.588235294118
62500.00,69100,Villeurbanne,Appartement,48.00,,4.9169200,45.7618790,1302.0833333333333
1300000.00,69160,Tassin-la-Demi-Lune,Maison,190.00,1095.00,4.7723150,45.7618840,6842.105263157895
518400.00,69290,Saint-Genis-les-Ollières,Maison,121.00,703.00,4.7322680,45.7618870,4284.297520661157
255000.00,69160,Tassin-la-Demi-Lune,Appartement,49.00,,4.7762830,45.7618880,5204.081632653061
442590.00,69002,Lyon 2e Arrondissement,Appartement,50.00,,4.8321700,45.7619160,8851.8
577200.00,69003,Lyon 3e Arrondissement,Appartement,113.00,,4.8471100,45.7619250,5107.9646017699115
481000.00,69100,Villeurbanne,Appartement,87.00,,4.8942660,45.7619440,5528.735632183908
517000.00,69002,Lyon 2e Arrondissement,Appartement,73.00,,4.8362620,45.7619830,7082.191780821918
300000.00,69150,Décines-Charpieu,Maison,60.00,700.00,4.9567150,45.7620150,5000.0
435780.00,69160,Tassin-la-Demi-Lune,Appartement,114.00,,4.7812700,45.7620540,3822.6315789473683
278000.00,69150,Décines-Charpieu,Maison,63.00,135.00,4.9578170,45.7620670,4412.6984126984125
824000.00,69003,Lyon 3e Arrondissement,Appartement,166.00,,4.8415930,45.7621040,4963.855421686747
195000.00,69005,Lyon 5e Arrondissement,Appartement,37.00,,4.8266690,45.7621310,5270.27027027027
299450.00,69290,Pollionnay,Maison,97.00,243.00,4.6684990,45.7621900,3087.1134020618556
647500.00,69290,Pollionnay,Maison,118.00,598.00,4.6679180,45.7622800,5487.28813559322
195000.00,69150,Décines-Charpieu,Maison,40.00,79.00,4.9661190,45.7623010,4875.0
607125.00,69100,Villeurbanne,Appartement,120.00,,4.8801940,45.7623070,5059.375
260000.00,69150,Décines-Charpieu,Appartement,115.00,,4.9658570,45.7623120,2260.8695652173915
144000.00,69003,Lyon 3e Arrondissement,Appartement,27.00,,4.8641900,45.7623450,5333.333333333333
273200.00,69100,Villeurbanne,Appartement,67.00,,4.8826110,45.7623830,4077.6119402985073
142700.00,69330,Meyzieu,Appartement,47.00,,5.0022980,45.7623990,3036.1702127659573
140000.00,69100,Villeurbanne,Appartement,43.00,,4.8834800,45.7624330,3255.813953488372
2018311.00,69005,Lyon 5e Arrondissement,Appartement,180.00,,4.8261510,45.7624510,11212.83888888889
334500.00,69100,Villeurbanne,Appartement,85.00,,4.8838370,45.7624620,3935.294117647059
387984.00,69002,Lyon 2e Arrondissement,Appartement,56.00,,4.8324030,45.7625050,6928.285714285715
510000.00,69100,Villeurbanne,Appartement,140.00,,4.8777020,45.7625180,3642.8571428571427
227898.00,69160,Tassin-la-Demi-Lune,Appartement,83.00,,4.7731340,45.7625330,2745.759036144578
690000.00,69003,Lyon 3e Arrondissement,Appartement,109.00,,4.8469060,45.7626210,6330.275229357798
203000.00,69160,Tassin-la-Demi-Lune,Appartement,49.00,,4.7753040,45.7626350,4142.857142857143
395700.00,69005,Lyon 5e Arrondissement,Appartement,98.00,,4.8285670,45.7626540,4037.7551020408164
266000.00,69100,Villeurbanne,Appartement,57.00,,4.9186120,45.7626840,4666.666666666667
547000.00,69003,Lyon 3e Arrondissement,Appartement,90.00,,4.8465550,45.7626930,6077.777777777777
570000.00,69160,Tassin-la-Demi-Lune,Maison,154.00,1436.00,4.7858830,45.7627440,3701.2987012987014
370000.00,69003,Lyon 3e Arrondissement,Appartement,90.00,,4.8672770,45.7627520,4111.111111111111
299000.00,69120,Vaulx-en-Velin,Appartement,60.00,,4.9324070,45.7627850,4983.333333333333
297335.00,69009,Lyon 9e Arrondissement,Appartement,78.00,,4.8075310,45.7628270,3811.9871794871797
255000.00,69150,Décines-Charpieu,Maison,74.00,468.00,4.9747280,45.7628500,3445.945945945946
198000.00,69330,Meyzieu,Appartement,46.00,,5.0028820,45.7629420,4304.347826086957
520000.00,69005,Lyon 5e Arrondissement,Appartement,73.00,,4.8267190,45.7630140,7123.287671232877
330000.00,69330,Pusignan,Maison,73.00,339.00,5.0662820,45.7630230,4520.54794520548
384000.00,69100,Villeurbanne,Appartement,72.00,,4.8711320,45.7630300,5333.333333333333
152100.00,69150,Décines-Charpieu,Appartement,61.00,,4.9688670,45.7630330,2493.44262295082
172840.00,69005,Lyon 5e Arrondissement,Appartement,52.00,,4.7895400,45.7630650,3323.846153846154
90000.00,69002,Lyon 2e Arrondissement,Appartement,30.00,,4.8349920,45.7630680,3000.0
224000.00,69160,Tassin-la-Demi-Lune,Appartement,35.00,50.00,4.7817520,45.7630710,6400.0
491900.00,69003,Lyon 3e Arrondissement,Appartement,82.00,,4.8462560,45.7630860,5998.780487804878
490000.00,69003,Lyon 3e Arrondissement,Appartement,82.00,,4.8499500,45.7630890,5975.609756097561
1465935.00,69160,Tassin-la-Demi-Lune,Maison,200.00,111.00,4.7553920,45.7630900,7329.675
158000.00,69003,Lyon 3e Arrondissement,Appartement,35.00,,4.8692030,45.7630960,4514.285714285715
930000.00,69003,Lyon 3e Arrondissement,Appartement,37.00,151.00,4.8693840,45.7630990,25135.135135135137
150000.00,69150,Décines-Charpieu,Maison,88.00,457.00,4.9499840,45.7631110,1704.5454545454545
341910.00,69160,Tassin-la-Demi-Lune,Appartement,66.00,,4.7826530,45.7631360,5180.454545454545
92400.00,69150,Décines-Charpieu,Maison,103.00,529.00,4.9460100,45.7631650,897.0873786407767
396100.00,69003,Lyon 3e Arrondissement,Appartement,90.00,,4.8634580,45.7631670,4401.111111111111
146320.00,69005,Lyon 5e Arrondissement,Appartement,59.00,,4.8275460,45.7631920,2480.0
415000.00,69009,Lyon 9e Arrondissement,Appartement,89.00,,4.8086690,45.7632210,4662.921348314607
327000.00,69003,Lyon 3e Arrondissement,Appartement,69.00,,4.8626340,45.7632230,4739.130434782609
140000.00,69330,Meyzieu,Appartement,67.00,,5.0104800,45.7632680,2089.5522388059703
175000.00,69003,Lyon 3e Arrondissement,Appartement,30.00,,4.8631940,45.7632720,5833.333333333333
321510.00,69005,Lyon 5e Arrondissement,Appartement,62.00,,4.8277340,45.7632890,5185.645161290323
505780.00,69002,Lyon 2e Arrondissement,Appartement,87.00,,4.8352210,45.7633100,5813.563218390805
385000.00,69100,Villeurbanne,Appartement,108.00,,4.9007270,45.7633560,3564.814814814815
125000.00,69150,Décines-Charpieu,Appartement,56.00,,4.9638150,45.7633570,2232.1428571428573
259900.00,69100,Villeurbanne,Appartement,60.00,,4.9162650,45.7633700,4331.666666666667
466000.00,69003,Lyon 3e Arrondissement,Appartement,78.00,,4.8424180,45.7633730,5974.358974358975
328000.00,69160,Tassin-la-Demi-Lune,Appartement,84.00,,4.7687130,45.7633750,3904.7619047619046
333100.00,69330,Pusignan,Maison,105.00,379.00,5.0655440,45.7633880,3172.3809523809523
83000.00,69160,Tassin-la-Demi-Lune,Appartement,33.00,,4.7754000,45.7634020,2515.151515151515
130000.00,69330,Meyzieu,Appartement,67.00,,5.0090190,45.7634070,1940.2985074626865
255000.00,69003,Lyon 3e Arrondissement,Appartement,51.00,,4.8677910,45.7634090,5000.0
140000.00,69100,Villeurbanne,Appartement,44.00,,4.8717700,45.7634120,3181.818181818182
225000.00,69003,Lyon 3e Arrondissement,Appartement,46.00,,4.8465810,45.7634270,4891.304347826087
218500.00,69100,Villeurbanne,Appartement,52.00,,4.8744040,45.7634320,4201.923076923077
194200.00,69003,Lyon 3e Arrondissement,Appartement,43.00,,4.8665830,45.7634400,4516.279069767442
